,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
18576,36.0,management,single,tertiary,no,2706.0,no,no,cellular,31.0,jul,75.0,3.0,-1.0,0.0,unknown,1
26729,43.0,services,married,secondary,no,14679.0,yes,no,cellular,20.0,nov,165.0,3.0,-1.0,0.0,unknown,1
3341,42.0,blue-collar,married,primary,no,3405.0,yes,no,unknown,15.0,may,221.0,2.0,-1.0,0.0,unknown,1
18670,30.0,services,single,secondary,no,12.0,no,yes,cellular,31.0,jul,106.0,31.0,-1.0,0.0,unknown,1
39446,37.0,technician,married,tertiary,no,732.0,no,no,cellular,25.0,may,354.0,1.0,-1.0,0.0,unknown,1
38564,33.0,management,married,tertiary,no,2044.0,yes,no,cellular,15.0,may,102.0,3.0,177.0,1.0,failure,1
23393,53.0,management,married,tertiary,no,12.0,no,no,cellular,27.0,aug,345.0,10.0,-1.0,0.0,unknown,1
4726,34.0,blue-collar,married,secondary,no,1831.0,yes,no,unknown,20.0,may,203.0,2.0,-1.0,0.0,unknown,1
17751,36.0,technician,single,secondary,no,301.0,yes,yes,cellular,29.0,jul,367.0,1.0,-1.0,0.0,unknown,1
20704,45.0,housemaid,married,primary,no,7353.0,no,no,cellular,13.0,aug,536.0,2.0,-1.0,0.0,unknown,1
11677,37.0,technician,married,secondary,no,2209.0,no,no,unknown,20.0,jun,167.0,2.0,-1.0,0.0,unknown,1
19865,57.0,admin.,married,primary,no,853.0,yes,no,cellular,8.0,aug,86.0,4.0,-1.0,0.0,unknown,1
38855,32.0,technician,single,secondary,no,230.0,yes,no,cellular,18.0,may,442.0,1.0,266.0,8.0,failure,2
1504,55.0,management,married,tertiary,no,1288.0,yes,no,unknown,8.0,may,67.0,2.0,-1.0,0.0,unknown,1
32190,37.0,management,single,tertiary,no,876.0,yes,no,cellular,15.0,apr,140.0,4.0,327.0,2.0,failure,1
4049,27.0,admin.,single,secondary,no,276.0,yes,no,unknown,19.0,may,311.0,2.0,-1.0,0.0,unknown,1
40399,41.0,unknown,single,tertiary,no,1567.0,no,no,cellular,1.0,jul,291.0,2.0,-1.0,0.0,unknown,1
13566,33.0,entrepreneur,married,tertiary,no,127.0,no,yes,cellular,9.0,jul,279.0,1.0,-1.0,0.0,unknown,1
33907,21.0,student,single,secondary,no,224.0,no,no,cellular,30.0,apr,871.0,1.0,-1.0,0.0,unknown,2
44687,52.0,management,married,unknown,no,1708.0,no,no,unknown,6.0,sep,310.0,1.0,75.0,4.0,failure,2
6833,26.0,management,single,tertiary,no,2692.0,no,no,unknown,28.0,may,159.0,2.0,-1.0,0.0,unknown,1
32477,37.0,management,married,tertiary,no,1594.0,yes,no,cellular,17.0,apr,110.0,1.0,260.0,5.0,failure,1
14191,49.0,technician,married,secondary,no,0.0,yes,no,cellular,11.0,jul,178.0,2.0,-1.0,0.0,unknown,1
41402,19.0,student,single,secondary,no,4.0,no,no,cellular,3.0,sep,114.0,1.0,-1.0,0.0,unknown,1
20498,36.0,unemployed,divorced,secondary,no,871.0,no,no,cellular,12.0,aug,396.0,3.0,-1.0,0.0,unknown,2
44120,50.0,unknown,married,unknown,no,558.0,no,no,cellular,9.0,jul,464.0,1.0,683.0,6.0,failure,2
4632,36.0,blue-collar,married,secondary,no,1797.0,yes,yes,unknown,20.0,may,185.0,2.0,-1.0,0.0,unknown,1
39168,28.0,blue-collar,married,secondary,no,1072.0,yes,no,cellular,18.0,may,630.0,2.0,356.0,4.0,other,1
21180,30.0,technician,single,tertiary,no,0.0,no,yes,telephone,14.0,aug,226.0,3.0,-1.0,0.0,unknown,1
29633,32.0,management,single,tertiary,no,520.0,no,no,cellular,3.0,feb,443.0,2.0,-1.0,0.0,unknown,2
18405,41.0,blue-collar,married,secondary,no,4900.0,yes,no,telephone,31.0,jul,121.0,2.0,-1.0,0.0,unknown,1
864,37.0,blue-collar,married,primary,no,693.0,yes,no,unknown,7.0,may,327.0,3.0,-1.0,0.0,unknown,1
22949,32.0,technician,divorced,secondary,no,409.0,no,yes,cellular,26.0,aug,74.0,4.0,-1.0,0.0,unknown,1
26584,30.0,management,single,tertiary,no,1456.0,yes,no,cellular,20.0,nov,227.0,1.0,-1.0,0.0,unknown,1
18682,33.0,blue-collar,married,unknown,no,-923.0,yes,no,telephone,31.0,jul,237.0,9.0,-1.0,0.0,unknown,1
19786,31.0,blue-collar,married,secondary,no,379.0,no,no,cellular,8.0,aug,299.0,5.0,-1.0,0.0,unknown,1
35326,48.0,blue-collar,married,secondary,yes,0.0,yes,yes,cellular,7.0,may,275.0,1.0,-1.0,0.0,unknown,1
12301,58.0,blue-collar,divorced,secondary,no,314.0,no,no,unknown,25.0,jun,67.0,2.0,-1.0,0.0,unknown,1
4712,32.0,blue-collar,married,primary,no,7406.0,yes,no,unknown,20.0,may,418.0,2.0,-1.0,0.0,unknown,1
15098,53.0,management,married,tertiary,no,1348.0,no,yes,cellular,17.0,jul,120.0,3.0,-1.0,0.0,unknown,1
2709,35.0,blue-collar,divorced,primary,no,300.0,yes,no,unknown,13.0,may,945.0,2.0,-1.0,0.0,unknown,2
11662,57.0,admin.,divorced,unknown,no,887.0,no,no,unknown,20.0,jun,43.0,8.0,-1.0,0.0,unknown,1
993,52.0,blue-collar,married,tertiary,no,297.0,yes,no,unknown,7.0,may,55.0,1.0,-1.0,0.0,unknown,1
10857,55.0,retired,divorced,primary,no,925.0,no,no,unknown,17.0,jun,254.0,1.0,-1.0,0.0,unknown,1
26824,40.0,services,married,secondary,no,5248.0,yes,yes,cellular,20.0,nov,194.0,4.0,188.0,8.0,other,1
26203,39.0,services,married,secondary,no,3294.0,no,yes,cellular,20.0,nov,116.0,1.0,-1.0,0.0,unknown,1
19564,42.0,management,single,tertiary,no,100.0,no,no,cellular,7.0,aug,64.0,2.0,-1.0,0.0,unknown,1
21758,36.0,management,married,tertiary,no,85.0,no,no,cellular,19.0,aug,249.0,3.0,-1.0,0.0,unknown,1
42892,61.0,management,married,tertiary,no,175.0,no,no,telephone,4.0,feb,79.0,2.0,183.0,2.0,success,1
29667,58.0,self-employed,married,secondary,no,0.0,yes,no,telephone,3.0,feb,702.0,3.0,264.0,9.0,failure,1
11237,55.0,management,married,secondary,no,0.0,no,no,unknown,18.0,jun,324.0,2.0,-1.0,0.0,unknown,1
33100,32.0,entrepreneur,married,secondary,no,-242.0,yes,no,cellular,20.0,apr,1202.0,3.0,-1.0,0.0,unknown,2
38282,33.0,blue-collar,married,primary,no,1138.0,yes,yes,cellular,15.0,may,122.0,2.0,343.0,4.0,failure,1
36437,31.0,technician,married,secondary,no,467.0,yes,no,cellular,11.0,may,171.0,2.0,-1.0,0.0,unknown,1
10896,39.0,blue-collar,married,secondary,no,679.0,yes,no,unknown,17.0,jun,341.0,1.0,-1.0,0.0,unknown,1
37200,35.0,blue-collar,married,secondary,no,577.0,no,no,cellular,13.0,may,55.0,1.0,364.0,1.0,failure,1
30249,42.0,entrepreneur,married,tertiary,no,233.0,no,no,cellular,5.0,feb,446.0,1.0,-1.0,0.0,unknown,1
18814,48.0,unemployed,married,secondary,no,1811.0,yes,no,telephone,31.0,jul,135.0,3.0,-1.0,0.0,unknown,1
8575,30.0,management,single,tertiary,no,7845.0,yes,no,unknown,3.0,jun,59.0,1.0,-1.0,0.0,unknown,1
24154,48.0,management,married,tertiary,no,1.0,no,no,telephone,10.0,nov,248.0,1.0,-1.0,0.0,unknown,2
15918,31.0,admin.,single,secondary,no,112.0,yes,no,cellular,22.0,jul,102.0,7.0,-1.0,0.0,unknown,1
25008,53.0,management,married,tertiary,no,800.0,no,no,cellular,18.0,nov,90.0,1.0,-1.0,0.0,unknown,1
24655,46.0,management,married,tertiary,no,1375.0,yes,no,cellular,17.0,nov,308.0,3.0,-1.0,0.0,unknown,1
36513,30.0,management,married,secondary,no,0.0,yes,no,cellular,12.0,may,756.0,3.0,-1.0,0.0,unknown,1
31087,64.0,management,married,primary,no,0.0,yes,no,cellular,16.0,feb,65.0,1.0,-1.0,0.0,unknown,1
32313,38.0,technician,married,tertiary,no,1004.0,yes,no,cellular,16.0,apr,444.0,2.0,-1.0,0.0,unknown,1
20795,40.0,technician,divorced,secondary,no,275.0,no,no,cellular,13.0,aug,409.0,4.0,-1.0,0.0,unknown,1
6576,29.0,management,married,tertiary,no,-218.0,yes,no,unknown,28.0,may,121.0,1.0,-1.0,0.0,unknown,1
23722,31.0,management,single,tertiary,no,0.0,no,no,cellular,28.0,aug,35.0,31.0,-1.0,0.0,unknown,1
23953,41.0,admin.,married,secondary,yes,-120.0,no,no,cellular,29.0,aug,76.0,4.0,-1.0,0.0,unknown,1
18079,41.0,unknown,married,unknown,no,779.0,no,no,cellular,30.0,jul,647.0,10.0,-1.0,0.0,unknown,1
36697,30.0,blue-collar,married,secondary,no,-529.0,yes,no,cellular,12.0,may,416.0,4.0,-1.0,0.0,unknown,1
30000,40.0,services,single,secondary,no,4126.0,no,no,cellular,4.0,feb,671.0,2.0,-1.0,0.0,unknown,1
10411,53.0,unemployed,married,secondary,no,0.0,yes,no,unknown,12.0,jun,313.0,1.0,-1.0,0.0,unknown,1
38395,27.0,services,married,secondary,no,311.0,yes,no,cellular,15.0,may,50.0,1.0,352.0,1.0,failure,1
43734,52.0,management,married,tertiary,no,583.0,no,no,cellular,17.0,may,376.0,1.0,181.0,3.0,success,2
10104,53.0,admin.,single,secondary,no,-285.0,no,yes,unknown,11.0,jun,328.0,1.0,-1.0,0.0,unknown,1
22789,31.0,management,single,tertiary,no,0.0,no,no,cellular,25.0,aug,9.0,12.0,-1.0,0.0,unknown,1
14712,35.0,admin.,married,secondary,no,348.0,yes,yes,cellular,15.0,jul,323.0,3.0,-1.0,0.0,unknown,1
5411,48.0,technician,married,secondary,no,3142.0,no,no,unknown,23.0,may,563.0,1.0,-1.0,0.0,unknown,1
12225,39.0,technician,married,tertiary,no,-218.0,no,no,unknown,20.0,jun,8.0,13.0,-1.0,0.0,unknown,1
5591,38.0,management,married,tertiary,no,5779.0,yes,no,unknown,23.0,may,75.0,3.0,-1.0,0.0,unknown,1
29732,33.0,technician,single,secondary,no,647.0,yes,yes,cellular,4.0,feb,124.0,1.0,273.0,1.0,other,1
38954,23.0,services,single,secondary,no,495.0,yes,yes,cellular,18.0,may,302.0,1.0,-1.0,0.0,unknown,1
37120,39.0,management,divorced,tertiary,no,36.0,no,yes,cellular,13.0,may,133.0,1.0,-1.0,0.0,unknown,1
9132,32.0,blue-collar,single,secondary,no,226.0,yes,no,unknown,5.0,jun,426.0,5.0,-1.0,0.0,unknown,1
14168,59.0,retired,married,unknown,no,178.0,yes,no,telephone,11.0,jul,330.0,2.0,-1.0,0.0,unknown,1
36947,43.0,blue-collar,married,primary,no,483.0,yes,no,cellular,12.0,may,225.0,3.0,-1.0,0.0,unknown,1
42985,44.0,management,married,tertiary,no,1791.0,no,no,cellular,11.0,feb,71.0,1.0,190.0,1.0,success,2
15152,43.0,blue-collar,married,primary,no,255.0,yes,no,cellular,17.0,jul,180.0,1.0,-1.0,0.0,unknown,1
29606,39.0,unemployed,single,secondary,no,-114.0,yes,no,cellular,3.0,feb,372.0,1.0,-1.0,0.0,unknown,2
31400,24.0,student,single,secondary,no,1250.0,no,no,cellular,25.0,mar,411.0,2.0,-1.0,0.0,unknown,2
42702,63.0,housemaid,married,tertiary,no,1528.0,no,no,cellular,18.0,jan,309.0,2.0,95.0,3.0,success,1
19508,52.0,management,single,tertiary,no,741.0,no,no,cellular,7.0,aug,63.0,2.0,-1.0,0.0,unknown,1
19467,41.0,technician,married,secondary,no,634.0,no,no,cellular,7.0,aug,122.0,2.0,-1.0,0.0,unknown,1
32981,24.0,blue-collar,married,secondary,no,204.0,yes,yes,cellular,17.0,apr,229.0,3.0,-1.0,0.0,unknown,1
14660,41.0,admin.,married,tertiary,no,226.0,yes,no,cellular,15.0,jul,157.0,5.0,-1.0,0.0,unknown,1
17037,37.0,technician,single,unknown,no,334.0,no,yes,cellular,25.0,jul,442.0,12.0,-1.0,0.0,unknown,1
5410,35.0,admin.,divorced,secondary,no,579.0,yes,no,unknown,23.0,may,250.0,3.0,-1.0,0.0,unknown,1
468,55.0,blue-collar,married,secondary,no,52.0,yes,no,unknown,6.0,may,182.0,1.0,-1.0,0.0,unknown,1
25256,44.0,technician,married,secondary,no,2626.0,yes,no,cellular,18.0,nov,170.0,2.0,188.0,3.0,failure,1
19128,52.0,services,married,secondary,no,1000.0,no,no,cellular,5.0,aug,766.0,2.0,-1.0,0.0,unknown,2
30671,31.0,management,married,tertiary,no,140.0,no,no,cellular,6.0,feb,9.0,8.0,212.0,4.0,other,1
20150,32.0,management,single,secondary,no,67.0,no,no,cellular,11.0,aug,55.0,2.0,-1.0,0.0,unknown,1
947,46.0,entrepreneur,married,unknown,no,1481.0,yes,no,unknown,7.0,may,49.0,3.0,-1.0,0.0,unknown,1
37917,29.0,technician,single,secondary,no,1331.0,yes,yes,cellular,14.0,may,246.0,1.0,-1.0,0.0,unknown,1
4588,38.0,unemployed,married,secondary,no,205.0,yes,no,unknown,20.0,may,359.0,2.0,-1.0,0.0,unknown,1
39515,33.0,blue-collar,single,secondary,no,4464.0,yes,no,cellular,25.0,may,217.0,1.0,-1.0,0.0,unknown,1
31017,35.0,technician,single,secondary,no,1693.0,yes,no,cellular,10.0,feb,515.0,1.0,-1.0,0.0,unknown,2
38412,25.0,blue-collar,single,tertiary,no,1395.0,yes,no,cellular,15.0,may,268.0,1.0,-1.0,0.0,unknown,1
10821,36.0,self-employed,single,secondary,no,652.0,no,no,unknown,17.0,jun,187.0,1.0,-1.0,0.0,unknown,1
44667,48.0,management,married,tertiary,no,1204.0,no,no,cellular,3.0,sep,116.0,2.0,760.0,1.0,other,1
25853,35.0,entrepreneur,single,secondary,no,866.0,yes,no,cellular,19.0,nov,147.0,1.0,-1.0,0.0,unknown,1
4642,39.0,services,married,secondary,no,1438.0,yes,no,unknown,20.0,may,212.0,2.0,-1.0,0.0,unknown,1
44062,34.0,self-employed,single,tertiary,no,0.0,yes,no,unknown,2.0,jul,48.0,1.0,422.0,1.0,success,1
41973,44.0,management,divorced,tertiary,no,36.0,no,no,cellular,26.0,oct,127.0,2.0,153.0,3.0,failure,1
2160,46.0,blue-collar,married,primary,no,-29.0,yes,no,unknown,12.0,may,322.0,1.0,-1.0,0.0,unknown,1
363,48.0,admin.,married,secondary,no,126.0,yes,yes,unknown,6.0,may,379.0,2.0,-1.0,0.0,unknown,1
20966,39.0,admin.,divorced,secondary,no,399.0,yes,yes,cellular,14.0,aug,133.0,2.0,-1.0,0.0,unknown,1
45167,48.0,admin.,married,secondary,no,178.0,no,no,cellular,10.0,nov,228.0,1.0,-1.0,0.0,unknown,1
13962,30.0,technician,single,secondary,no,-156.0,no,yes,cellular,10.0,jul,119.0,2.0,-1.0,0.0,unknown,1
14673,32.0,blue-collar,divorced,primary,no,142.0,yes,no,cellular,15.0,jul,257.0,5.0,-1.0,0.0,unknown,1
43846,28.0,services,single,secondary,no,168.0,no,no,cellular,1.0,jun,347.0,3.0,140.0,2.0,success,2
23338,44.0,housemaid,married,secondary,no,2541.0,no,no,cellular,27.0,aug,138.0,3.0,-1.0,0.0,unknown,1
15016,43.0,entrepreneur,married,secondary,no,556.0,yes,no,cellular,17.0,jul,317.0,1.0,-1.0,0.0,unknown,1
38945,26.0,blue-collar,married,secondary,no,160.0,yes,no,cellular,18.0,may,252.0,4.0,-1.0,0.0,unknown,1
36715,40.0,blue-collar,divorced,secondary,no,-244.0,yes,no,cellular,12.0,may,184.0,3.0,-1.0,0.0,unknown,1
5864,51.0,services,married,secondary,no,53.0,yes,no,unknown,26.0,may,140.0,2.0,-1.0,0.0,unknown,1
26511,33.0,technician,divorced,secondary,no,557.0,yes,no,cellular,20.0,nov,89.0,1.0,91.0,1.0,failure,1
8520,30.0,services,divorced,secondary,no,167.0,yes,no,unknown,3.0,jun,237.0,2.0,-1.0,0.0,unknown,1
14155,55.0,management,divorced,secondary,no,204.0,yes,no,cellular,11.0,jul,1973.0,2.0,-1.0,0.0,unknown,2
4950,29.0,admin.,married,secondary,no,688.0,yes,no,unknown,21.0,may,211.0,1.0,-1.0,0.0,unknown,1
23827,32.0,technician,single,secondary,yes,-1.0,no,no,cellular,29.0,aug,185.0,2.0,-1.0,0.0,unknown,1
28383,30.0,admin.,single,secondary,no,60.0,no,no,cellular,29.0,jan,55.0,2.0,-1.0,0.0,unknown,1
8407,25.0,admin.,single,tertiary,no,407.0,yes,no,unknown,3.0,jun,579.0,1.0,-1.0,0.0,unknown,1
4168,29.0,services,single,secondary,no,146.0,yes,no,unknown,19.0,may,104.0,2.0,-1.0,0.0,unknown,1
13854,51.0,admin.,divorced,secondary,no,520.0,no,yes,cellular,10.0,jul,157.0,1.0,-1.0,0.0,unknown,1
7971,41.0,services,married,secondary,no,-141.0,yes,yes,unknown,2.0,jun,243.0,3.0,-1.0,0.0,unknown,1
24358,46.0,management,single,tertiary,no,46.0,no,yes,cellular,17.0,nov,80.0,1.0,152.0,1.0,failure,1
1772,43.0,housemaid,married,primary,no,1342.0,yes,yes,unknown,9.0,may,46.0,2.0,-1.0,0.0,unknown,1
38277,30.0,blue-collar,single,primary,no,413.0,yes,no,cellular,15.0,may,148.0,1.0,345.0,4.0,other,1
13836,32.0,blue-collar,divorced,secondary,no,107.0,yes,yes,cellular,10.0,jul,120.0,1.0,-1.0,0.0,unknown,1
16174,34.0,management,single,tertiary,no,184.0,no,no,cellular,22.0,jul,203.0,4.0,-1.0,0.0,unknown,1
38676,37.0,blue-collar,divorced,secondary,no,625.0,yes,no,cellular,15.0,may,68.0,4.0,359.0,2.0,failure,1
45022,42.0,admin.,married,unknown,no,756.0,no,no,cellular,14.0,oct,72.0,4.0,160.0,3.0,failure,1
30797,57.0,retired,married,primary,no,1532.0,no,no,telephone,6.0,feb,286.0,3.0,-1.0,0.0,unknown,1
34338,33.0,management,married,secondary,no,11.0,yes,no,cellular,4.0,may,104.0,3.0,-1.0,0.0,unknown,1
39207,29.0,entrepreneur,single,tertiary,no,219.0,yes,no,cellular,18.0,may,76.0,2.0,356.0,1.0,failure,1
35791,29.0,management,single,tertiary,no,3041.0,yes,no,cellular,8.0,may,606.0,3.0,-1.0,0.0,unknown,2
18183,29.0,blue-collar,married,secondary,no,1175.0,yes,yes,cellular,30.0,jul,141.0,4.0,-1.0,0.0,unknown,1
32491,31.0,admin.,married,secondary,no,-170.0,yes,yes,cellular,17.0,apr,252.0,1.0,326.0,1.0,failure,1
35206,43.0,admin.,married,secondary,no,544.0,yes,no,cellular,7.0,may,187.0,1.0,-1.0,0.0,unknown,1
4682,39.0,technician,single,secondary,no,1022.0,yes,no,unknown,20.0,may,1410.0,2.0,-1.0,0.0,unknown,2
24246,40.0,management,married,tertiary,no,8969.0,yes,no,cellular,17.0,nov,153.0,1.0,-1.0,0.0,unknown,1
4709,30.0,blue-collar,married,secondary,no,5143.0,yes,yes,unknown,20.0,may,236.0,2.0,-1.0,0.0,unknown,1
13748,44.0,management,divorced,tertiary,no,-710.0,yes,no,cellular,10.0,jul,183.0,1.0,-1.0,0.0,unknown,1
33831,33.0,technician,married,unknown,no,1450.0,no,no,cellular,27.0,apr,81.0,1.0,-1.0,0.0,unknown,1
12660,31.0,technician,single,secondary,no,19.0,no,no,telephone,4.0,jul,65.0,2.0,-1.0,0.0,unknown,1
34634,41.0,admin.,divorced,tertiary,no,-298.0,yes,no,cellular,5.0,may,397.0,1.0,-1.0,0.0,unknown,1
20262,49.0,technician,divorced,tertiary,no,917.0,no,no,cellular,11.0,aug,165.0,6.0,-1.0,0.0,unknown,1
23978,38.0,management,married,tertiary,no,46.0,no,no,cellular,29.0,aug,70.0,4.0,-1.0,0.0,unknown,1
26915,53.0,management,married,tertiary,no,0.0,yes,yes,cellular,21.0,nov,266.0,6.0,-1.0,0.0,unknown,1
21407,33.0,technician,single,secondary,no,199.0,no,no,cellular,18.0,aug,178.0,4.0,-1.0,0.0,unknown,1
4096,51.0,technician,single,secondary,no,4089.0,yes,no,unknown,19.0,may,318.0,1.0,-1.0,0.0,unknown,1
27987,60.0,management,married,primary,no,130.0,no,no,cellular,28.0,jan,374.0,2.0,-1.0,0.0,unknown,1
19422,48.0,blue-collar,married,primary,no,1203.0,no,no,cellular,6.0,aug,61.0,5.0,-1.0,0.0,unknown,1
12838,34.0,blue-collar,married,secondary,no,205.0,yes,yes,cellular,7.0,jul,309.0,1.0,-1.0,0.0,unknown,1
23597,48.0,housemaid,married,tertiary,no,197.0,no,no,cellular,28.0,aug,256.0,8.0,-1.0,0.0,unknown,1
11556,49.0,management,married,tertiary,no,3022.0,no,no,unknown,19.0,jun,38.0,1.0,-1.0,0.0,unknown,1
5987,33.0,technician,married,secondary,no,168.0,yes,no,unknown,26.0,may,238.0,2.0,-1.0,0.0,unknown,1
22155,33.0,technician,married,tertiary,no,15.0,no,no,cellular,21.0,aug,97.0,2.0,-1.0,0.0,unknown,1
35331,36.0,management,single,tertiary,no,1804.0,no,no,cellular,7.0,may,170.0,1.0,366.0,1.0,other,1
34723,46.0,technician,married,tertiary,no,342.0,yes,yes,cellular,5.0,may,84.0,1.0,-1.0,0.0,unknown,1
1095,43.0,entrepreneur,married,primary,no,526.0,yes,no,unknown,7.0,may,79.0,4.0,-1.0,0.0,unknown,1
28707,35.0,technician,single,secondary,no,2144.0,yes,no,cellular,30.0,jan,146.0,2.0,262.0,2.0,failure,1
11466,40.0,admin.,married,secondary,no,1.0,no,no,unknown,19.0,jun,84.0,3.0,-1.0,0.0,unknown,1
15895,50.0,blue-collar,married,primary,no,421.0,yes,no,cellular,21.0,jul,445.0,4.0,-1.0,0.0,unknown,1
43496,21.0,student,single,unknown,no,330.0,no,no,cellular,19.0,apr,232.0,3.0,364.0,2.0,failure,1
30787,32.0,blue-collar,married,secondary,no,1879.0,no,no,cellular,6.0,feb,591.0,8.0,-1.0,0.0,unknown,2
40534,55.0,services,married,secondary,no,0.0,no,no,cellular,8.0,jul,106.0,1.0,-1.0,0.0,unknown,1
29174,36.0,admin.,married,secondary,no,0.0,yes,no,cellular,2.0,feb,236.0,2.0,252.0,1.0,other,1
20140,43.0,services,married,tertiary,no,2764.0,no,no,cellular,11.0,aug,270.0,2.0,-1.0,0.0,unknown,1
22131,36.0,management,married,tertiary,no,0.0,no,no,cellular,21.0,aug,173.0,2.0,-1.0,0.0,unknown,1
32040,37.0,technician,married,secondary,no,474.0,yes,no,cellular,14.0,apr,85.0,1.0,322.0,1.0,failure,1
24306,52.0,management,married,tertiary,no,2063.0,yes,no,cellular,17.0,nov,114.0,1.0,-1.0,0.0,unknown,1
14978,58.0,retired,married,primary,no,91.0,no,yes,cellular,16.0,jul,204.0,2.0,-1.0,0.0,unknown,1
33962,38.0,unemployed,married,tertiary,no,2812.0,yes,no,cellular,30.0,apr,830.0,1.0,-1.0,0.0,unknown,2
7812,45.0,technician,married,secondary,no,2124.0,yes,no,unknown,30.0,may,84.0,3.0,-1.0,0.0,unknown,1
26805,35.0,admin.,single,secondary,no,1070.0,no,no,cellular,20.0,nov,251.0,2.0,-1.0,0.0,unknown,1
27320,31.0,management,single,tertiary,no,6542.0,yes,no,cellular,21.0,nov,71.0,3.0,192.0,2.0,other,1
38660,26.0,student,single,secondary,no,372.0,yes,no,cellular,15.0,may,34.0,11.0,374.0,2.0,other,1
35858,34.0,technician,divorced,secondary,no,49.0,no,no,cellular,8.0,may,142.0,1.0,-1.0,0.0,unknown,1
40724,58.0,unemployed,married,secondary,no,687.0,yes,no,cellular,7.0,aug,221.0,1.0,99.0,2.0,success,2
43061,59.0,management,married,tertiary,no,2764.0,no,no,cellular,18.0,feb,459.0,1.0,56.0,3.0,failure,1
31734,39.0,management,married,tertiary,no,416.0,yes,no,cellular,7.0,apr,145.0,1.0,-1.0,0.0,unknown,1
38815,40.0,services,married,secondary,no,191.0,yes,no,cellular,18.0,may,201.0,2.0,293.0,6.0,other,1
3688,40.0,admin.,married,secondary,no,2523.0,yes,no,unknown,16.0,may,75.0,1.0,-1.0,0.0,unknown,1
44968,27.0,student,single,tertiary,no,838.0,no,no,cellular,11.0,oct,162.0,1.0,-1.0,0.0,unknown,1
6946,32.0,admin.,single,secondary,no,73.0,yes,no,unknown,28.0,may,545.0,1.0,-1.0,0.0,unknown,1
9147,29.0,blue-collar,married,secondary,no,185.0,yes,yes,unknown,5.0,jun,471.0,3.0,-1.0,0.0,unknown,1
19462,43.0,management,married,tertiary,no,11754.0,no,no,cellular,7.0,aug,352.0,2.0,-1.0,0.0,unknown,1
6003,31.0,services,single,secondary,no,0.0,yes,no,unknown,26.0,may,223.0,2.0,-1.0,0.0,unknown,1
11058,51.0,self-employed,married,primary,no,307.0,yes,yes,unknown,17.0,jun,65.0,2.0,-1.0,0.0,unknown,1
22994,38.0,technician,married,secondary,no,0.0,no,no,cellular,26.0,aug,65.0,4.0,-1.0,0.0,unknown,1
28546,26.0,blue-collar,married,secondary,no,145.0,no,no,cellular,29.0,jan,309.0,2.0,-1.0,0.0,unknown,1
805,35.0,blue-collar,married,primary,yes,0.0,yes,no,unknown,7.0,may,292.0,1.0,-1.0,0.0,unknown,1
40688,71.0,retired,married,tertiary,no,3895.0,no,no,cellular,7.0,aug,116.0,1.0,-1.0,0.0,unknown,1
29553,38.0,technician,single,tertiary,no,1369.0,yes,no,cellular,3.0,feb,841.0,3.0,-1.0,0.0,unknown,1
11129,27.0,entrepreneur,married,secondary,no,47.0,yes,no,unknown,18.0,jun,114.0,4.0,-1.0,0.0,unknown,1
42609,50.0,management,single,tertiary,no,486.0,no,yes,unknown,11.0,jan,28.0,1.0,-1.0,0.0,unknown,1
19010,50.0,technician,married,tertiary,no,2313.0,no,no,cellular,5.0,aug,553.0,1.0,-1.0,0.0,unknown,2
34423,46.0,blue-collar,married,secondary,no,524.0,yes,no,telephone,5.0,may,15.0,7.0,-1.0,0.0,unknown,1
34189,27.0,student,single,unknown,no,1444.0,no,no,cellular,4.0,may,130.0,1.0,91.0,2.0,failure,1
1282,38.0,management,married,tertiary,no,66.0,yes,no,unknown,8.0,may,124.0,1.0,-1.0,0.0,unknown,1
12746,41.0,admin.,married,secondary,no,125.0,no,no,cellular,7.0,jul,244.0,4.0,-1.0,0.0,unknown,1
5615,40.0,technician,married,secondary,no,5517.0,yes,no,unknown,23.0,may,146.0,13.0,-1.0,0.0,unknown,1
15771,34.0,services,married,secondary,no,382.0,yes,yes,cellular,21.0,jul,149.0,7.0,-1.0,0.0,unknown,1
34200,56.0,management,married,tertiary,no,2333.0,no,no,cellular,4.0,may,244.0,1.0,-1.0,0.0,unknown,2
43686,31.0,management,single,tertiary,no,533.0,no,no,telephone,12.0,may,372.0,1.0,90.0,10.0,success,2
1525,46.0,blue-collar,married,primary,no,0.0,yes,yes,unknown,8.0,may,390.0,3.0,-1.0,0.0,unknown,1
7165,42.0,blue-collar,married,secondary,no,-972.0,yes,no,unknown,29.0,may,146.0,1.0,-1.0,0.0,unknown,1
38046,33.0,services,married,secondary,no,207.0,yes,no,cellular,14.0,may,629.0,4.0,-1.0,0.0,unknown,2
